company,location,salary,title
"
        G-Research","New York, NY",Unknown,Data Science Internship
"

        BP","Denver, CO",Unknown,Data Scientist
"

        Prestige Staffing","Manhattan, NY","


                            $130,000 - $140,000 a year

",Data Scientist
"

        Harbor Wholesale Foods","Lacey, WA",Unknown,Head Data Scientist
"

        Verizon","Alpharetta, GA",Unknown,Data Scientist
"

        Psyonix","San Diego, CA",Unknown,Data Scientist
"
        Kalibri Labs","Rockville, MD",Unknown,Junior Data Scientist - Apply Now
"
        Spin Electric Scooters","San Francisco, CA",Unknown,Data Scientist
"
        D. E. Shaw & Co., L.P.","New York, NY",Unknown,People Analytics Data Scientist
"

        BCD Travel Corporate","Atlanta, GA",Unknown,Data Scientist - Virtual
"

        Google","Mountain View, CA",Unknown,"Data Scientist, Operations Data Science"
"
        RiVi Consulting Group","New York, NY",Unknown,Data Scientist
"

        Circle K","Tempe, AZ",Unknown,Data Scientist
"

        Lat. Inc.","Reston, VA","


                            $140,000 - $200,000 a year

",Data Scientist (Machine Learning)
"

        Imprimis Group","Dallas, TX","


                            $62.50 an hour

",Data Scientist
"
        Lantern Pharma","Newark, NJ","


                            $80,000 - $85,000 a year

",Senior Data Scientist
"
        Intuceo - iCube CSI Company","Jacksonville, FL",Unknown,Sr. Data Scientist
"

        Sartorius North America",New York State,Unknown,Senior Data Scientist
"

        CVS Health","Northbrook, IL",Unknown,Data Scientist Full-Time Student Opportunity (Graduate & PhD)
"

        Porch","Seattle, WA",Unknown,Senior Data Scientist
"

        The Home Depot","Austin, TX",Unknown,Data Scientist - BlackLocus
"
        NextQA, Inc","Woodlawn, MD","


                            $55 - $65 an hour

",Data Scientist
"

        World Wide Technology, Inc.",Remote,Unknown,Data Scientist
"

        National Oilwell Varco","Houston, TX",Unknown,Data Scientist
"
        Course5 Intelligence","Plano, TX",Unknown,Data Scientist
"

        NT Concepts","Fort Worth, TX",Unknown,"Data Scientist (Ft. Worth, TX)"
"

        Booz Allen Hamilton","Alexandria, VA",Unknown,Data Scientist
"

        Squarespace","New York, NY",Unknown,"Data Scientist, Customer Operations"
"

        Amazon.com Services, Inc.","Austin, TX",Unknown,Senior Data Scientist
"

        Domino's","Ann Arbor, MI",Unknown,Data Scientist
"

        Liberty Mutual Insurance","Boston, MA","


                            $134,722 - $221,200 a year

",Actuary
"

        Amsted Rail Company Inc.","Granite City, IL",Unknown,Data Scientist
"

        Presbyterian Healthcare Services","Albuquerque, NM",Unknown,DATA SCIENTIST - EVIDENCE BASED CARE DESIGN
"

        AccruePartners","Winston-Salem, NC",Unknown,Data Scientist
"

        CGI Group, Inc.","Baltimore, MD",Unknown,Data Scientist
"
        Precima","Chicago, IL",Unknown,Data Scientist
"

        General Dynamics Information Technology","Chantilly, VA",Unknown,Data Scientist
"

        Facebook","Boston, MA",Unknown,"Data Scientist, Infrastructure Strategy Intern"
"

        Zillow Group","Seattle, WA",Unknown,Data Scientist - New Construction
"

        GoPro","San Diego, CA",Unknown,"Product Analyst, Data Scientist"
"
        Brain Corp","San Diego, CA",Unknown,"Data Scientist (Entry-Level), Product Analytics (Temporary)"
"
        FairWarning","Saint Petersburg, FL",Unknown,Data Scientist
"

        JP Morgan Chase","Columbus, OH",Unknown,Marketing Data Mining Scientist
"

        Apple","Santa Clara Valley, CA",Unknown,"Data Scientist, Ad Platforms"
"

        Bowery Farming","New York, NY",Unknown,Data Scientist
"

        Ezoic","Carlsbad, CA",Unknown,Data Scientist
"

        Engage Partners","Houston, TX",Unknown,Data Scientist
"

        DriveTime Automotive Group, Inc.","Tempe, AZ",Unknown,Data Scientist
"

        eBay Inc.","Austin, TX",Unknown,Sr. Data Scientist
"

        Verizon","Cary, NC",Unknown,Data Scientist
"

        USAA","San Antonio, TX",Unknown,Data Scientist Senior
"

        The Church of Jesus Christ of Latter-day Saints","Salt Lake City, UT",Unknown,"Data Scientist Sr. - Welfare and Self Reliance Services, SLC, UT"
"
        Employment Placement Agency","Irving, TX","


                            $55 - $75 an hour

",Data Scientist
"
        In-Depth Genomics","Bellevue, WA",Unknown,Data Scientist
"
        aThingz Inc.","Southfield, MI","


                            $45 - $75 an hour

",Data Scientist
"

        Logistics Management Institute","Tysons, VA",Unknown,Junior Data Scientist
"
        EDO, Inc.","New York, NY",Unknown,Data Scientist
"
        Asics Digital","Boston, MA",Unknown,Data Scientist
"

        Thinkful",Remote,Unknown,"Senior Data Analyst, Education"
"
        Conceptualeyes, LLC","Seattle, WA",Unknown,Data Scientist – Natural Language Processing
"

        Ephesoft","Boise, ID",Unknown,Data Scientist
"

        Southern California Edison","Rosemead, CA",Unknown,Junior Data Scientist
"

        AccruePartners","Fort Mill, SC",Unknown,Data Scientist
"
        Adam Kay Group","Atlanta, GA","


                            $110,000 - $125,000 a year

",Data Scientist
"
        CodaMetrix","Boston, MA",Unknown,Machine Learning Senior Data Scientist
"

        AASKI Technology, Inc.","Aberdeen Proving Ground, MD",Unknown,Safety Data Scientist
"

        TriCom Quest","Torrance, CA",Unknown,Data Scientist / Machine Learning Engineer
"
        Techprofy","Kansas City, KS","


                            $50 - $60 an hour

",Senior Data Analyst
"
        Envision LLC","San Francisco, CA",Unknown,Data Scientist - San Francisco-Intermediate
"

        DISYS","San Francisco, CA","


                            $60 - $65 an hour

",BI Developer/Data Scientist
"

        Workiva Inc.","Denver, CO",Unknown,Data Scientist
"
        A³ by Airbus","Sunnyvale, CA",Unknown,Data Scientist Internship
"
        NetOrbit","Atlanta, GA",Unknown,Data Scientist
"
        OneSource IT, Inc.","Reston, VA","


                            $130,000 - $150,000 a year

",Data Scientist
"

        Phillips 66","Houston, TX",Unknown,2020 University Intern - Data Scientist/Analytics
"

        Vans","Costa Mesa, CA",Unknown,Vans Associate Data Scientist
"

        Rent the Runway","New York, NY",Unknown,Data Scientist
"

        viagogo","New York, NY",Unknown,Data Scientist
"

        Pinnacol Assurance","Denver, CO",Unknown,Data Scientist
"
        Sky RPO","San Francisco, CA","


                            $100,000 - $150,000 a year

",Data Scientist
"

        KPMG","Chicago, IL",Unknown,Associate - Data & Analytics Modeler
"

        TDS Telecom","Madison, WI",Unknown,Sr. Data Analyst - Business Intelligence
"

        eBay Inc.","San Jose, CA",Unknown,Data Scientist 3
"

        Lockheed Martin Corporation","Rochester, NY",Unknown,Data Scientist
"

        KPMG","Charlotte, NC",Unknown,"Associate, Data Scientist, NLP, Financial Services"
"

        Ultimate Software","Fort Lauderdale, FL",Unknown,"HEAD OF PRODUCT, DATA SCIENCE"
"

        Knowesis Inc.","Lewis McChord, WA",Unknown,Data Scientist I
"

        Transcorr National Logistics","Fort Collins, CO",Unknown,Data Scientist
"

        MassMutual","Amherst, MA",Unknown,Jr. Data Scientist- Data Science Development Program
"

        BBVA Compass","Houston, TX",Unknown,Data Specialist/Scientist
"
        Kayrros","Houston, TX",Unknown,Data Scientist M/F
"

        Micron","Boise, ID",Unknown,Data Scientist
"

        Intel","Santa Clara, CA",Unknown,Movidius Deep Learning Data Scientist
"
        Yang2020","New York, NY","


                            $1,000 a month

",Data Scientist
"
        Equinox Consulting Partners LLC","Richmond, VA",Unknown,Data Scientist
"

        Assurant","Atlanta, GA",Unknown,Data Scientist
"

        Adperio","Denver, CO",Unknown,Data Scientist Senior - (Open to Remote)
"

        Perspecta","Washington, DC",Unknown,Data Scientist
"
        M&A Executive Search","Peoria, IL",Unknown,Senior Data Scientist
"

        Cyient","Pittsburgh, PA",Unknown,Data Scientist
"

        Broadcom","San Diego, CA",Unknown,Data Scientist
"

        Codecademy","New York, NY",Unknown,"Data Scientist, Analytics & Inference"
"
        MariaDB Corporation Ab","Redwood City, CA",Unknown,Data Scientist
"

        University of Utah","Salt Lake City, UT","


                            $75,900 - $130,049 a year

",Quantitative Data Scientist
"
        SoundHound Inc.","Santa Clara, CA",Unknown,Machine Learning Engineer / Data Scientist
"

        University of California San Francisco","San Francisco, CA",Unknown,Data Scientist
"
        Gayathri's Sandbox","Menlo Park, CA",Unknown,Data Scientist
"

        Anthem, Inc.",United States,Unknown,Data Scientist Analyst (PS20721)
"

        ASSURANCE","Seattle, WA",Unknown,Data Scientist
"

        Liberty Mutual Insurance","Boston, MA","


                            $93,400 - $134,100 a year

","Analyst II, Data Science"
"
        clinc","Ann Arbor, MI",Unknown,Data Scientist
"

        MedPro Group","Fort Wayne, IN",Unknown,Business Analyst - Data Science
"

        CVS Health","Woonsocket, RI",Unknown,"Analytics, Data Scientist"
"

        Softchoice","Atlanta, GA",Unknown,Data Architect
"
        AWM Smart Shelf (Adroit Worldwide Media, Inc.)","Aliso Viejo, CA","


                            $90,000 - $110,000 a year

",Machine Learning Engineer
"

        Nurx","San Francisco, CA",Unknown,Data Scientist
"

        Colgate-Palmolive","Piscataway, NJ",Unknown,Data Scientist/Sr. Data Scientist
"

        Allstate","Chicago, IL",Unknown,Risk Analytics Data Scientist
"

        Ascensia Diabetes Care","Valhalla, NY",Unknown,Sr. Data Scientist
"

        Cottonwood Financial","Irving, TX","


                            $74,000 a year

",Data Scientist
"
        Ganit",United States,Unknown,Data Scientist
"
        Plexus Scientific Corporation","Washington, DC","


                            $80,000 - $90,000 a year

",Data Scientist/Data Analyst
"
        TechFolds",Remote,Unknown,Machine Learning Intern
"

        Amazon.com Services, Inc.","New York, NY",Unknown,"Data Scientist, Advertising"
"
        Red Violet Inc.","Seattle, WA",Unknown,DATA SCIENTIST
"

        Spotify","New York, NY",Unknown,"Data Scientist, Forecasting"
"

        Facebook","New York, NY",Unknown,"Data Scientist, Product Analytics"
"

        iHeartMedia, Inc.","San Antonio, TX",Unknown,"Data Scientist, Operations Research"
"
        Kognetics","Gahanna, OH","


                            $85,000 a year

",Data Scientist
"
        Eskalera Inc.","New York, NY",Unknown,"Senior Data Scientist, Lead"
"

        Vanguard","Malvern, PA",Unknown,Data Scientist II
"
        Elder Research Inc","Fort Meade, MD",Unknown,Data Scientist - Defense & Intelligence
"

        Cox Automotive","Irvine, CA",Unknown,Senior Data Scientist
"

        Micron","Boise, ID",Unknown,Intern - Data Scientist (Summer 2020)
"

        Blue Apron","New York, NY",Unknown,Data Scientist
"

        U.S. Anesthesia Partners","Dallas, TX",Unknown,Data Scientist
"

        Cubic Corporation","Austin, TX",Unknown,Data Scientist
"

        Root Insurance Company","Columbus, OH",Unknown,"Data Scientist, Telematics"
"
        Rakuten Intelligence","San Mateo, CA",Unknown,Data Scientist / Machine Learning Engineer - Classification Science
"

        Walmart","Plano, TX",Unknown,"Director, Data Scientist - Technology"
"
        Defined Clarity","New York, NY","


                            $65 - $75 an hour

",Data Analyst / Data Scientist
"

        Tier2Tek","Denver, CO",Unknown,Data Scientist
"

        Convoy","Seattle, WA",Unknown,Data Scientist - Supply Operations
"

        AccruePartners","Winston-Salem, NC",Unknown,Data Scientist
"

        Capital One","Cambridge, MA",Unknown,Data Engineer
"

        Liberty Mutual Insurance","Boston, MA","


                            $150,000 - $197,000 a year

","Director II, Data Science"
"

        Garmin","Olathe, KS",Unknown,Senior Data Scientist
"

        UCLA Health","Los Angeles, CA",Unknown,Senior Data Scientist
"

        Auto Club of Southern California","Costa Mesa, CA",Unknown,Data Scientist Lead
"

        Kinship","New York, NY",Unknown,Pet Care Data Scientist
"

        Lawrence Livermore National Laboratory","Livermore, CA",Unknown,Data Scientist - Early Career
"

        Facebook","Menlo Park, CA",Unknown,Data Scientist
"

        Walmart","Sunnyvale, CA",Unknown,2020 Summer Intern - Data Scientist/Data Analytics (.com Calif Temp Mgmt)
"

        Ball Aerospace","Boulder, CO",Unknown,Data Scientist I (668421)
"

        Apple","Santa Clara Valley, CA",Unknown,Data Scientist (Machine Learning)
"

        Grab Taxi","Bellevue, WA",Unknown,AI Data Scientist
"

        ExxonMobil","Spring, TX",Unknown,Data Scientist (PhD)
"
        Verveba Analytics","Richardson, TX",Unknown,Data Scientist
"

        West Virginia University Hospital","Morgantown, WV",Unknown,Data Scientist
"

        Verizon","Irving, TX",Unknown,Data Scientist
"

        CGI Group, Inc.","Birmingham, AL",Unknown,Data Scientist
"

        U.S. Xpress Enterprises, Inc.","Atlanta, GA",Unknown,Data Scientist
"

        Neal Analytics","Redmond, WA",Unknown,Data Scientist
"

        Snapchat","Los Angeles, CA",Unknown,"Data Scientist, Snap Games"
"
        CyberFortress Insurance Services US","San Antonio, TX",Unknown,Data Scientist
"

        Facebook","Menlo Park, CA",Unknown,"Data Scientist, Auction & Delivery Intern"
"

        Cloudflare","Austin, TX",Unknown,Data Scientist
"
        Ironclad, Inc.","San Francisco, CA",Unknown,Machine Learning Data Scientist/Engineer
"
        HOMER","New York, NY",Unknown,Data Scientist
"
        Codazen","Salt Lake City, UT","


                            $30 - $35 an hour

",Data Scientist in Applied Artificial Intelligence
"

        Pivotal Software","New York, NY",Unknown,Data Scientist
"

        Republic Services","Phoenix, AZ",Unknown,Data Scientist (Data Analyst Marketing Segmentation)
"

        Spark Energy, L.P.","Houston, TX",Unknown,Senior Business Data Analyst
"

        Veritone","San Diego, CA",Unknown,Data Analyst
"

        Wells Fargo","Charlotte, NC",Unknown,Data Science Full Time Associate
"

        StataCorp","College Station, TX",Unknown,"Senior Statistician, Educational Services"
"
        Enable Data","Minneapolis, MN",Unknown,Data Scientist
"

        Walmart eCommerce","San Bruno, CA",Unknown,Data Scientist - Customer Analytics
"

        Worldventures","Plano, TX",Unknown,Data Scientist
"

        Rent-A-Center","Plano, TX",Unknown,Risk & Decision Analyst/Data Scientist
"
        RightPlace Consulting","Austin, TX",Unknown,Data Scientist and/or Software Engineer
"

        Allstate","Bothell, WA",Unknown,Data Scientist: Deep Learning & NLP
"
        Perpay Inc.","Philadelphia, PA",Unknown,Data Scientist
"
        Alagar","Plano, TX",Unknown,Data Scientist
"

        Cloudera","Brooklyn, NY",Unknown,Data Scientist
"

        Twitch Interactive, Inc.","San Francisco, CA",Unknown,Data Scientist
"

        Vaco","Nashville, TN","


                            $145,000 a year

",$130K-$145K | Data Scientist | Contract-Hire | Some Remote Work
"
        CodeForce360","San Antonio, TX","


                            $53 an hour

",Machine Learning
"
        Partek Inc.","St. Louis, MO",Unknown,Genomics Field Application Scientist - Experience with NGS Data Required
"
        Envision LLC","St. Louis, MO",Unknown,"Data Scientist - Sr. with Python, R, Java"
"

        NYC Data Science Academy","New York, NY",Unknown,Data Scientist/Data Science Instructor
"
        Cognira, LLC","Minneapolis-Saint Paul, MN",Unknown,Senior Data Scientist
"

        Heartland","Edmond, OK",Unknown,Data Scientist - Intern
"
        Triquetro","Katy, TX",Unknown,Data Scientist/Modeller
"

        Electronic Arts","Austin, TX",Unknown,Machine Learning Intern (BS/MS)
"
        Community Care Collaborative","Austin, TX",Unknown,Data Scientist
"
        TechnologyAdvice","Nashville, TN",Unknown,Data Scientist
"

        Delta Air Lines","Atlanta, GA",Unknown,"Data Scientist, Operations Decision Science"
"
        Techcyte",United States,Unknown,Applied Data Scientist
"

        SLEEP NUMBER","San Jose, CA",Unknown,Data Scientist
"
        Very",Remote,Unknown,Senior Data Scientist
"

        Battelle","Boulder, CO",Unknown,Assistant Ecological Data Scientist
"

        Fast Switch","Cambridge, MA",Unknown,Junior Data Scientist - People Analytics
"

        CVS Health","New York, NY",Unknown,Data Science Full-Time Student Opportunity (Undergraduate)
"

        Freedom Financial Network","Tempe, AZ",Unknown,Sr. Data Analyst (2 Positions Open)
"

        eBay Inc.","San Jose, CA",Unknown,Data Scientist
"
        eviCore healthcare","Boston, MA","


                            $125,000 - $140,000 a year

",Senior Machine Learning Data Scientist
"
        Salford Systems","San Diego, CA",Unknown,Data Scientist
"

        Lonza","Portsmouth, NH",Unknown,Data Scientist
"

        Citi","New York, NY",Unknown,Data Scientist
"

        Sense Corp","St. Louis, MO",Unknown,Snowflake Data Scientist
"

        Apple","Seattle, WA",Unknown,Data Scientist - Experimentation
"

        Cisco Careers","San Jose, CA",Unknown,Data Scientist (Intern) - United States
"

        Apple","Santa Clara Valley, CA",Unknown,Data Scientist and Visualization Specialist
"

        Concur Technologies","Bellevue, WA",Unknown,Data Scientist
"

        Twitch","San Francisco, CA",Unknown,Data Scientist
"

        Uber","New York, NY",Unknown,2020 PhD Data Scientist Internship - Uber Eats (New York)
"

        Master Electronics","Phoenix, AZ",Unknown,Data Scientist
"
        1904labs","St. Louis, MO",Unknown,Data Scientist
"

        Inviso Corporation","Bellevue, WA",Unknown,Sr Data Analyst – 18 Month Microsoft Contract
"
        TeleSense, Inc.","Sunnyvale, CA",Unknown,Senior Data Scientist
"

        Premier Staffing Partners","Knoxville, TN",Unknown,Vice President of Data Science and Analytics
"

        UnitedHealth Group","Eden Prairie, MN",Unknown,Principal Data Scientist
"

        GEHA","Lee's Summit, MO",Unknown,Data Scientist
"

        Prudential","Roseland, NJ",Unknown,Senior Data Scientist
"

        Navy Federal Credit Union","Vienna, VA",Unknown,Data Scientist (Business Intelligence Analyst)
"

        Perspecta","Washington, DC",Unknown,Senior Data Scientist
"

        American Family Insurance","Madison, WI",Unknown,Data Scientist
"

        Battelle","Columbus, OH",Unknown,Data Scientist I
"

        Zillow Group","Seattle, WA",Unknown,"Data Scientist, Zillow Offers ML Team"
"
        Architecture Technology Corporation (ATCorp)","San Jose, CA","


                            $80,000 - $150,000 a year

",Data Scientist
"

        Ally Financial Inc.","Charlotte, NC",Unknown,Data Scientist
"

        Sony Pictures Entertainment Inc.","Culver City, CA",Unknown,Data Scientist
"
        EV Technologies",United States,Unknown,Data Scientist
"
        CharterUP","Atlanta, GA",Unknown,Data Scientist
"

        Macy's","New York, NY",Unknown,Associate Data Scientist
"
        PYA Analytics","Knoxville, TN",Unknown,Data Scientist
"

        Facebook","Seattle, WA",Unknown,"Data Scientist, Analytics (Integrity)"
"

        ECLIPSE GAMING SYSTEMS","Atlanta, GA",Unknown,Sr. Data Analyst
"

        TARGET","Minneapolis, MN",Unknown,Lead Data Scientist
"
        Blue Owl","San Francisco, CA","


                            $100,000 - $140,000 a year

",Senior Data Analyst
"

        eXcell","Redmond, WA",Unknown,Database Engineer / Data Scientist
"

        Vertiv Co.","Westerville, OH",Unknown,Intern- Data Scientist
"

        Codecademy","New York, NY",Unknown,"Data Scientist, Growth & Experimentation"
"

        UCLA Health","Los Angeles, CA",Unknown,Health Analytics Data Scientist
"
        Duolingo University Programs","Pittsburgh, PA",Unknown,"Data Scientist, Intern (2020)"
"
        Ephesoft Inc.","Boise, ID",Unknown,Data Scientist
"

        Paylocity",Remote,Unknown,Data Scientist
"
        Gritter Francona, Inc.","Washington, DC",Unknown,Data Scientist/Business Analyst
"
        XStream Trucking","Redwood City, CA",Unknown,Data Scientist
"

        Campos","Pittsburgh, PA",Unknown,Data Scientist - Market Research
"

        Ford Motor Company","Dearborn, MI",Unknown,Data Scientist - Smart Mobility Analytics
"

        GeneDx","Gaithersburg, MD",Unknown,Genomic Data Scientist
"

        TARGET","Minneapolis, MN",Unknown,Lead Data Scientist
"
        CI Software","Washington, DC","


                            $75 - $100 an hour

",HPC / Computational Data Scientist with Clearance
"

        Realtor.com","Santa Clara, CA",Unknown,Principal Data Scientist
"
        Attune","New York, NY",Unknown,Data Scientist
"

        National Renewable Energy Laboratory",Remote,Unknown,Computational Scientist – Physics based identification of anomalous sensor data through machine learning and edge computing
"

        Evalueserve","Minneapolis-Saint Paul, MN",Unknown,Data Scientist
"

        Ascensus","Dresher, PA",Unknown,Associate Data Scientist
"

        ExtraHop Networks, Inc.","Seattle, WA",Unknown,Data Scientist
"
        Interos, Inc.","Arlington, VA",Unknown,Data Scientist I
"

        Salesforce","San Francisco, CA",Unknown,Data Scientist
"

        GreenKey","Chicago, IL",Unknown,Data Scientist
"
        Nehemiah Security",United States,Unknown,Data Scientist
"

        Clarivate Analytics","San Francisco, CA",Unknown,Data Scientist
"

        Perspecta","Washington, DC",Unknown,Data Scientist
"

        T-CETRA LLC","Dublin, OH",Unknown,Senior Data Analyst
"

        KPMG","Irvine, CA",Unknown,Associate - Data & Analytics Modeler
"

        NT Concepts","Vienna, VA",Unknown,Data Scientist (Top Secret)
"

        Analytic Recruiting","Evanston, IL",Unknown,Data Scientist
"

        TARGET","Minneapolis, MN",Unknown,Sr. Data Scientist Leadership Program (DSLP)
"

        United Airlines Inc.","Chicago, IL",Unknown,Senior Data Analyst - IT
"

        Pieces Technologies","Dallas, TX",Unknown,Data Scientist I
"
        Energy Sense Finance","Tampa, FL",Unknown,Data Scientist
"

        Trinity Industries","Dallas, TX",Unknown,Data Scientist
"

        Cleveland Clinic","Independence, OH",Unknown,Analytics Data Scientist Intern
"

        Transamerica","Denver, CO",Unknown,Data Scientist
"

        Visa","Bellevue, WA",Unknown,Chief Data Scientist
"

        Snapchat","Los Angeles, CA",Unknown,Data Scientist
"

        Ticketmaster","Hollywood, CA",Unknown,"Intern, Data Science (Summer 2020)"
"

        EY",United States,Unknown,Data Scientist
"

        UNC Greensboro","Greensboro, NC",Unknown,Data Scientist
"

        Advance America","Spartanburg, SC",Unknown,Sr. Data Scientist
"

        CVS Health","New York, NY",Unknown,Data Science Internship (Graduate)
"

        TD Ameritrade","Denver, CO",Unknown,Senior Data Science Analyst
"
        SILVERLINK TECHNOLOGIES LLC","Raleigh, NC",Unknown,Data Scientist | NPL | Machine Learning
"
        2nd Order Solutions",Virginia,Unknown,Data Scientist
"

        Amazon Web Services, Inc.","Austin, TX",Unknown,Data Scientist - Nationwide Opportunities
"

        Pfizer Inc.","Peapack, NJ","


                            $50 - $55 an hour

",Data Scientist
"

        Highmark Health","Pittsburgh, PA",Unknown,Associate Data Scientist
"

        IBM",United States,Unknown,2020 Intern - Senior Data Scientist
"
        Grid Dynamics","Atlanta, GA",Unknown,Data Scientist
"

        NVIDIA","Redmond, WA",Unknown,Deep Learning Scientist - Autonomous Vehicles - New College Graduate
"

        kraken","San Francisco, CA",Unknown,Data Scientist
"
        Lown Institute","Brookline, MA",Unknown,Data Scientist
"

        FIS Global","San Diego, CA",Unknown,Senior Data Analyst
"

        Strategic Financial Solutions","New York, NY",Unknown,Senior Data Scientist
"

        Battelle","Columbus, OH",Unknown,Cyber Data Scientist I
"

        Allstate","Northbrook, IL",Unknown,Risk Analytics Data Scientist
"
        PlayMaker Health","Franklin, TN",Unknown,Senior Data Analyst
"
        TEKbasic Technologies",New Jersey,"


                            $50,000 - $55,000 a year

",Python / Machine Learning (ML) Engineer (Junior Level)
"
        eNGINE","Pittsburgh, PA",Unknown,Data Scientist
"

        Ibotta","Denver, CO",Unknown,Data Scientist / Machine Learning Engineer
"
        Viola AI","Boulder, CO",Unknown,Data Scientist
"

        DriveTime","Tempe, AZ",Unknown,Data Scientist
"
        Tiger Analytics","San Francisco, CA",Unknown,Data Scientist
"

        Google","Austin, TX",Unknown,"Data Science Consultant, Engineering Support Analytics, Google Cloud"
"

        Nike","New York, NY",Unknown,Sr. Data Scientist
"
        Athenium Analytics","Washington, DC",Unknown,NLP Data Scientist
"

        Honor","San Francisco, CA",Unknown,Data Scientist
"
        Arosys","Sunnyvale, CA",Unknown,Data Scientist / Data Analyst
"

        Natera","Portland, OR",Unknown,Data Scientist
"
        Alliant Cooperative Data Solutions","Brewster, NY",Unknown,Senior ETL Data Analyst
"

        Northrop Grumman","Redondo Beach, CA",Unknown,Principal Data Scientist (Facilities Analytics)
"

        TD Ameritrade","Southlake, TX",Unknown,Senior Data Science Analyst
"

        United Fire Group","Cedar Rapids, IA",Unknown,Associate Data Scientist
"

        TARGET","Minneapolis, MN",Unknown,Artificial Intelligence Scientist Intern
"
        InventSoft","Austin, TX","


                            $55 - $70 an hour

",".Net with Machine Learning, Natural Language Processing, Elastic Search"
"
        ELT Solutions","San Jose, CA",Unknown,Data Scientist
"

        Gallup","Washington, DC",Unknown,Data Scientist
"

        innovaccer","San Francisco, CA","


                            $105,000 - $130,000 a year

",DATA SCIENTIST
"

        Civis Analytics","Chicago, IL",Unknown,"Applied Data Scientist, Commercial"
"
        States Title Holding","San Francisco, CA",Unknown,Data Scientist
"

        Oracle","Culver City, CA",Unknown,"Data Scientist, OCI"
"
        Bioceryx Technologies","Menlo Park, CA","


                            $100,000 - $150,000 a year

",Software Engineer / Data Scientist
"
        AppZen","Tempe, AZ",Unknown,Junior Data Analyst
"

        Macmillan","New York, NY",Unknown,Associate Data Scientist
"

        Bank of America","Richardson, TX",Unknown,Data Scientist I
"
        Cerebri AI","Austin, TX",Unknown,Data Scientist
"

        Symphony Health Solutions",United States,Unknown,Data Scientist 2
"

        Twitch Interactive, Inc.",Oregon,Unknown,Data Scientist
"

        Opcity","Austin, TX",Unknown,Senior Data Scientist
"
        OJO Labs","Austin, TX",Unknown,Senior Data Scientist
"

        Vadata, Inc.","Denver, CO",Unknown,Data Scientist
"

        DELL","Austin, TX",Unknown,Transformation Data Scientist
"

        Signature Science, LLC","Austin, TX",Unknown,Chemometrician/Chemical Data Scientist
"

        Chase Bank","Columbus, OH",Unknown,Marketing Data Mining Scientist
"
        BlueVine","Redwood City, CA",Unknown,Senior Data Scientist
"

        KPMG","Atlanta, GA",Unknown,Associate - Data & Analytics Modeler
"

        Amsted Rail Company Inc.","Granite City, IL",Unknown,Data Scientist
"

        eBay Inc.","San Jose, CA",Unknown,Data scientist
"

        GCP Applied Technologies","Cambridge, MA",Unknown,Data Scientist
"

        PETSMART","Phoenix, AZ",Unknown,Junior Data Scientist Internship
"

        Micro Focus","Plano, TX",Unknown,Data Scientist
"
        Dataspace","Detroit, MI","


                            $100,000 a year

",050: Data Scientist
"
        Noise Consulting Group, Inc","Saint Charles, MO","


                            $25 - $30 an hour

",Data Scientist
"

        Georgetown University","Washington, DC",Unknown,Data Scientist (2 opportunities) Georgetown University's School of Foreign Service (SFS)
"
        DigitCompass","Time, IL","


                            $90,000 - $150,000 a year

",Data Scientist
"

        Options Clearing Corporation","Chicago, IL","


                            $90,000 - $139,500 a year

",Data Scientist
"

        Jimmy John's Franchise, LLC","Champaign, IL",Unknown,Consumer Insights Data Scientist
"

        State Farm","Dallas, TX",Unknown,Data Scientist
"

        Starz Entertainment, LLC","Los Angeles, CA",Unknown,Data Scientist
"

        Mphasis",United States,Unknown,Data Science USA
"

        TARGET","Minneapolis, MN",Unknown,Lead Data Scientist - Merch Pricing/Promotions
"

        Stanley Black & Decker","New Britain, CT",Unknown,Lead Data Scientist
"

        Onco360","Louisville, KY",Unknown,Senior Data Analyst
"

        iCIMS","Holmdel, NJ",Unknown,Data Scientist
"
        UNITED STATES SOCCER FEDERATION 1","Chicago, IL",Unknown,Data Scientist
Unknown,"Research Triangle Park, NC","


                            $41.63 an hour

",Exposure Data Scientist at EPA
"
        MRP","Tysons, VA","


                            $85,000 - $115,000 a year

",Data Scientist
"

        Roku","Santa Monica, CA",Unknown,Data Scientist
"

        Lenovo","Morrisville, NC",Unknown,Data Scientist
"

        NextEra Energy","Miami, FL",Unknown,Associate Data Scientist
"

        Equifax","Atlanta, GA",Unknown,Data Scientist Internship
"
        SelectMinds","Houston, TX",Unknown,Data Scientist
"

        Ayata","Austin, TX",Unknown,Senior Data Scientist
"

        KEYW Corporation","Austin, TX",Unknown,Data Scientist
"

        Verizon","Alpharetta, GA",Unknown,Manager Data Scientist
"
        LSQ","Orlando, FL",Unknown,Data Scientist - Risk
"

        eBay Inc.","San Jose, CA",Unknown,Data Scientist
"

        Wells Fargo","Addison, TX",Unknown,Sr. Data Scientist / Analytic Consultant 5
"

        CubeSmart","Malvern, PA",Unknown,Data Scientist
"

        L.A. Care Health Plan","Los Angeles, CA",Unknown,Data Scientist
"

        Abbott Laboratories","Irving, TX",Unknown,Data Scientist
"

        SparkCognition","Austin, TX",Unknown,Data Scientist - Oil & Gas Industry
"

        Macro Solutions","Baltimore, MD",Unknown,Data Scientist
